,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
250586,8/6/2007,17:50:00,6.488,0.000,232.860,27.800,37.000,51.000,17.0
250587,8/6/2007,17:51:00,7.614,0.000,233.110,32.600,36.000,68.000,17.0
250588,8/6/2007,17:52:00,7.066,0.060,234.010,30.200,37.000,61.000,16.0
250589,8/6/2007,17:53:00,6.174,0.084,234.740,26.400,37.000,46.000,17.0
250693,8/6/2007,19:37:00,5.642,0.280,234.770,24.200,38.000,27.000,17.0
250694,8/6/2007,19:38:00,6.006,0.286,235.680,25.400,38.000,35.000,17.0
250695,8/6/2007,19:39:00,5.874,0.276,235.430,24.800,37.000,35.000,17.0
250696,8/6/2007,19:40:00,5.884,0.274,235.530,25.000,38.000,35.000,17.0
250697,8/6/2007,19:41:00,5.960,0.326,235.340,25.200,38.000,35.000,17.0
250698,8/6/2007,19:42:00,6.004,0.394,235.930,25.400,38.000,35.000,17.0
250699,8/6/2007,19:43:00,5.052,0.460,236.930,21.400,38.000,19.000,17.0
250700,8/6/2007,19:44:00,5.940,0.496,237.140,25.200,38.000,30.000,17.0
250701,8/6/2007,19:45:00,6.214,0.482,236.830,26.200,38.000,35.000,17.0
250702,8/6/2007,19:46:00,5.264,0.504,238.160,22.200,39.000,20.000,18.0
250703,8/6/2007,19:47:00,5.854,0.476,236.310,24.800,38.000,29.000,17.0
250704,8/6/2007,19:48:00,6.190,0.482,236.430,26.200,38.000,35.000,17.0
250705,8/6/2007,19:49:00,5.140,0.490,237.890,21.600,38.000,19.000,17.0
250706,8/6/2007,19:50:00,5.948,0.480,236.310,25.200,38.000,29.000,17.0
250711,8/6/2007,19:55:00,5.972,0.464,236.380,25.400,38.000,31.000,17.0
250712,8/6/2007,19:56:00,5.310,0.482,236.740,22.800,38.000,25.000,17.0
250716,8/6/2007,20:00:00,6.066,0.474,234.090,26.000,37.000,33.000,17.0
250717,8/6/2007,20:01:00,5.374,0.570,235.210,23.000,38.000,25.000,17.0
250718,8/6/2007,20:02:00,5.676,0.582,235.090,24.400,38.000,26.000,17.0
250719,8/6/2007,20:03:00,5.794,0.562,234.570,24.800,37.000,31.000,17.0
250723,8/6/2007,20:07:00,6.316,0.506,234.310,27.000,37.000,33.000,17.0
250724,8/6/2007,20:08:00,5.760,0.930,234.480,24.800,38.000,24.000,17.0
250725,8/6/2007,20:09:00,7.018,0.674,233.490,30.600,37.000,26.000,17.0
250729,8/6/2007,20:13:00,5.248,0.438,235.230,22.400,38.000,18.000,17.0
250730,8/6/2007,20:14:00,6.284,0.552,234.080,27.000,37.000,33.000,17.0
250731,8/6/2007,20:15:00,5.394,0.434,235.510,23.200,37.000,23.000,17.0
250742,8/6/2007,20:26:00,5.380,0.458,236.060,23.000,26.000,29.000,17.0
250743,8/6/2007,20:27:00,5.390,0.434,236.510,23.000,38.000,17.000,17.0
250744,8/6/2007,20:28:00,5.964,0.446,235.060,25.400,38.000,32.000,17.0
250746,8/6/2007,20:30:00,5.284,0.582,235.830,22.400,37.000,14.000,17.0
250747,8/6/2007,20:31:00,5.654,0.546,234.920,24.400,38.000,21.000,17.0
250748,8/6/2007,20:32:00,6.426,0.556,233.780,27.600,37.000,36.000,17.0
253074,10/6/2007,11:18:00,5.624,0.142,231.200,24.200,35.000,37.000,16.0
253075,10/6/2007,11:19:00,5.680,0.144,232.460,24.400,36.000,37.000,17.0
253076,10/6/2007,11:20:00,5.786,0.144,234.570,24.600,37.000,38.000,17.0
253077,10/6/2007,11:21:00,5.784,0.144,234.550,24.600,37.000,39.000,16.0
253078,10/6/2007,11:22:00,5.822,0.148,235.580,24.600,37.000,38.000,17.0
253079,10/6/2007,11:23:00,5.842,0.148,235.840,24.600,37.000,39.000,17.0
253080,10/6/2007,11:24:00,5.724,0.146,235.260,24.200,36.000,38.000,17.0
254255,11/6/2007,06:59:00,5.044,0.108,236.350,21.400,0.000,2.000,17.0
256393,12/6/2007,18:37:00,5.094,0.296,234.840,21.600,74.000,0.000,0.0
256394,12/6/2007,18:38:00,5.102,0.298,235.130,21.600,74.000,0.000,0.0
256415,12/6/2007,18:59:00,5.462,0.410,233.650,23.400,73.000,0.000,3.0
256416,12/6/2007,19:00:00,6.092,0.396,231.850,26.200,72.000,0.000,18.0
258575,14/6/2007,06:59:00,5.012,0.182,234.940,21.400,0.000,0.000,17.0
258576,14/6/2007,07:00:00,5.156,0.256,235.060,22.000,0.000,0.000,17.0
259291,14/6/2007,18:55:00,6.070,0.416,235.300,25.800,75.000,1.000,17.0
259292,14/6/2007,18:56:00,6.042,0.416,235.530,25.600,74.000,1.000,17.0
259293,14/6/2007,18:57:00,5.986,0.412,234.820,25.400,74.000,2.000,17.0
259300,14/6/2007,19:04:00,5.932,0.300,235.710,25.200,75.000,0.000,17.0
259301,14/6/2007,19:05:00,5.580,0.296,235.270,23.800,70.000,0.000,17.0
259307,14/6/2007,19:11:00,5.560,0.474,236.240,24.000,64.000,0.000,17.0
259308,14/6/2007,19:12:00,6.104,0.464,235.540,25.800,74.000,0.000,17.0
259309,14/6/2007,19:13:00,5.440,0.472,236.650,23.400,64.000,0.000,17.0
259358,14/6/2007,20:02:00,5.060,0.556,238.980,21.800,13.000,40.000,18.0
259359,14/6/2007,20:03:00,6.450,0.534,237.090,27.200,38.000,38.000,17.0
259360,14/6/2007,20:04:00,6.476,0.538,237.660,27.200,38.000,39.000,17.0
259365,14/6/2007,20:09:00,5.144,0.540,237.330,23.000,31.000,23.000,17.0
259557,14/6/2007,23:21:00,6.148,0.276,237.610,26.000,38.000,33.000,17.0
259558,14/6/2007,23:22:00,6.240,0.256,237.280,26.400,37.000,32.000,17.0
259559,14/6/2007,23:23:00,6.330,0.278,238.220,26.600,38.000,35.000,18.0
259560,14/6/2007,23:24:00,6.216,0.262,238.500,26.200,38.000,31.000,17.0
259561,14/6/2007,23:25:00,6.410,0.286,238.500,26.800,38.000,37.000,18.0
259562,14/6/2007,23:26:00,6.382,0.266,238.520,26.600,38.000,37.000,17.0
259563,14/6/2007,23:27:00,5.898,0.290,239.080,25.000,30.000,37.000,18.0
259567,14/6/2007,23:31:00,5.236,0.424,239.180,22.200,29.000,33.000,18.0
259603,15/6/2007,00:07:00,5.184,0.220,236.270,22.000,37.000,30.000,18.0
259607,15/6/2007,00:11:00,5.376,0.214,235.650,23.000,37.000,33.000,17.0
259608,15/6/2007,00:12:00,5.198,0.202,236.340,22.200,37.000,29.000,17.0
260008,15/6/2007,06:52:00,5.264,0.156,233.340,22.400,0.000,0.000,16.0
263323,17/6/2007,14:07:00,5.650,0.238,236.620,23.800,37.000,32.000,18.0
263324,17/6/2007,14:08:00,5.396,0.240,236.320,22.800,37.000,28.000,17.0
263326,17/6/2007,14:10:00,5.770,0.230,235.210,24.400,37.000,35.000,17.0
263563,17/6/2007,18:07:00,6.320,0.460,235.190,27.000,0.000,34.000,17.0
263564,17/6/2007,18:08:00,5.814,0.506,235.830,24.800,0.000,24.000,17.0
263565,17/6/2007,18:09:00,5.886,0.496,236.260,25.000,0.000,24.000,17.0
263566,17/6/2007,18:10:00,6.436,0.496,235.470,27.400,0.000,35.000,17.0
263567,17/6/2007,18:11:00,5.330,0.474,236.680,22.600,0.000,15.000,17.0
263568,17/6/2007,18:12:00,6.238,0.372,235.930,26.400,0.000,33.000,17.0
263569,17/6/2007,18:13:00,5.484,0.368,236.180,23.400,0.000,20.000,17.0
263570,17/6/2007,18:14:00,5.974,0.374,236.150,25.400,0.000,27.000,18.0
263571,17/6/2007,18:15:00,5.726,0.366,236.300,24.400,0.000,25.000,17.0
263572,17/6/2007,18:16:00,5.000,0.190,237.260,21.200,0.000,24.000,17.0
263574,17/6/2007,18:18:00,5.160,0.142,236.680,21.800,0.000,29.000,17.0
263657,17/6/2007,19:41:00,5.714,0.604,232.490,24.600,37.000,5.000,16.0
263658,17/6/2007,19:42:00,5.364,0.556,232.000,23.400,36.000,4.000,17.0
265741,19/6/2007,06:25:00,5.202,0.000,234.240,22.400,0.000,0.000,16.0
268060,20/6/2007,21:04:00,5.870,0.510,236.050,25.000,30.000,35.000,17.0
268061,20/6/2007,21:05:00,5.652,0.514,235.030,24.400,37.000,31.000,17.0
268062,20/6/2007,21:06:00,5.928,0.426,235.030,25.200,37.000,33.000,17.0
268063,20/6/2007,21:07:00,5.964,0.348,234.940,25.400,37.000,36.000,17.0
268064,20/6/2007,21:08:00,6.012,0.330,234.660,25.600,37.000,35.000,17.0
268065,20/6/2007,21:09:00,6.496,0.774,234.150,28.000,37.000,36.000,17.0
268066,20/6/2007,21:10:00,5.872,0.332,235.100,25.000,36.000,36.000,17.0
268067,20/6/2007,21:11:00,5.862,0.346,234.910,25.000,37.000,36.000,16.0
268068,20/6/2007,21:12:00,5.768,0.334,235.650,24.400,37.000,35.000,17.0
268643,21/6/2007,06:47:00,5.996,0.138,236.170,25.400,0.000,0.000,17.0
268644,21/6/2007,06:48:00,6.522,0.256,234.470,27.800,0.000,0.000,17.0
268645,21/6/2007,06:49:00,5.874,0.260,235.990,24.800,0.000,0.000,17.0
274410,25/6/2007,06:54:00,5.716,0.128,235.110,24.200,0.000,1.000,17.0
275280,25/6/2007,21:24:00,6.182,0.136,234.110,27.800,0.000,52.000,17.0
275281,25/6/2007,21:25:00,6.254,0.108,234.640,26.600,0.000,72.000,17.0
275282,25/6/2007,21:26:00,6.134,0.078,234.120,26.200,0.000,72.000,17.0
275283,25/6/2007,21:27:00,6.126,0.090,233.960,26.200,0.000,71.000,16.0
275284,25/6/2007,21:28:00,6.104,0.074,233.610,26.000,0.000,72.000,17.0
275285,25/6/2007,21:29:00,6.120,0.086,233.480,26.200,0.000,72.000,17.0
275286,25/6/2007,21:30:00,6.102,0.070,233.280,26.000,0.000,71.000,16.0
275287,25/6/2007,21:31:00,5.730,0.088,233.290,24.600,0.000,67.000,17.0
275307,25/6/2007,21:51:00,5.066,0.230,235.210,22.400,13.000,32.000,17.0
275308,25/6/2007,21:52:00,6.076,0.262,234.090,26.000,39.000,30.000,16.0
275309,25/6/2007,21:53:00,6.164,0.298,233.800,26.400,37.000,28.000,17.0
275310,25/6/2007,21:54:00,6.030,0.346,233.610,25.800,37.000,29.000,17.0
275311,25/6/2007,21:55:00,5.752,0.330,233.510,24.600,37.000,21.000,16.0
275312,25/6/2007,21:56:00,6.198,0.342,233.240,26.600,37.000,31.000,17.0
275313,25/6/2007,21:57:00,5.738,0.446,233.760,24.600,37.000,19.000,17.0
275314,25/6/2007,21:58:00,7.164,0.632,232.030,31.000,37.000,34.000,6.0
275316,25/6/2007,22:00:00,5.612,0.430,234.000,24.000,38.000,33.000,0.0
275340,25/6/2007,22:24:00,5.964,0.496,235.270,25.400,74.000,1.000,0.0
275341,25/6/2007,22:25:00,6.084,0.450,235.000,25.800,75.000,2.000,0.0
275346,25/6/2007,22:30:00,5.632,0.434,234.720,24.000,74.000,2.000,0.0
275347,25/6/2007,22:31:00,5.618,0.432,234.800,24.000,74.000,1.000,0.0
276775,26/6/2007,22:19:00,5.218,0.148,232.610,22.400,1.000,37.000,16.0
276776,26/6/2007,22:20:00,5.676,0.140,232.080,24.600,1.000,37.000,17.0
276777,26/6/2007,22:21:00,5.362,0.148,234.000,23.000,1.000,38.000,17.0
276778,26/6/2007,22:22:00,5.258,0.166,234.800,22.400,1.000,38.000,16.0
276779,26/6/2007,22:23:00,5.170,0.184,234.910,22.000,1.000,37.000,17.0
276780,26/6/2007,22:24:00,5.266,0.162,235.040,22.400,1.000,39.000,17.0
276781,26/6/2007,22:25:00,5.314,0.158,235.330,22.600,1.000,38.000,17.0
276782,26/6/2007,22:26:00,7.290,0.132,233.210,31.200,36.000,38.000,17.0
276783,26/6/2007,22:27:00,6.914,0.176,234.040,29.600,37.000,25.000,17.0
276784,26/6/2007,22:28:00,5.626,0.000,235.140,23.800,37.000,1.000,17.0
276785,26/6/2007,22:29:00,5.860,0.000,234.770,25.200,37.000,10.000,17.0
276786,26/6/2007,22:30:00,6.156,0.100,234.550,26.400,37.000,6.000,17.0
276787,26/6/2007,22:31:00,5.308,0.124,236.220,22.400,37.000,1.000,17.0
276788,26/6/2007,22:32:00,5.190,0.000,236.560,21.800,37.000,0.000,17.0
276789,26/6/2007,22:33:00,5.162,0.056,236.820,21.800,38.000,1.000,17.0
276790,26/6/2007,22:34:00,5.232,0.058,237.910,22.000,37.000,2.000,17.0
276791,26/6/2007,22:35:00,5.198,0.060,237.040,21.800,38.000,1.000,18.0
278041,27/6/2007,19:25:00,5.460,0.094,236.320,23.200,0.000,67.000,17.0
278042,27/6/2007,19:26:00,5.708,0.106,236.370,24.000,0.000,73.000,17.0
278043,27/6/2007,19:27:00,5.672,0.092,235.740,24.000,0.000,73.000,17.0
278044,27/6/2007,19:28:00,5.678,0.102,235.730,24.000,0.000,73.000,17.0
278045,27/6/2007,19:29:00,5.704,0.088,236.050,24.000,0.000,73.000,17.0
278046,27/6/2007,19:30:00,5.690,0.098,235.910,24.000,0.000,73.000,17.0
278047,27/6/2007,19:31:00,5.224,0.094,236.820,22.200,0.000,67.000,17.0
278076,27/6/2007,20:00:00,7.436,0.384,231.240,32.200,0.000,27.000,16.0
278077,27/6/2007,20:01:00,6.376,0.296,232.680,27.600,0.000,23.000,17.0
278129,27/6/2007,20:53:00,5.048,0.490,236.330,21.400,38.000,32.000,0.0
278138,27/6/2007,21:02:00,5.054,0.490,235.290,21.600,39.000,4.000,17.0
278149,27/6/2007,21:13:00,5.646,0.390,236.510,24.200,62.000,1.000,17.0
278150,27/6/2007,21:14:00,6.222,0.388,235.990,26.400,75.000,2.000,17.0
278155,27/6/2007,21:19:00,5.998,0.394,235.880,25.400,74.000,1.000,17.0
278156,27/6/2007,21:20:00,6.176,0.390,235.310,26.200,74.000,1.000,17.0
278157,27/6/2007,21:21:00,5.194,0.410,236.640,22.400,59.000,2.000,17.0
278158,27/6/2007,21:22:00,5.488,0.462,236.320,23.800,38.000,18.000,17.0
278159,27/6/2007,21:23:00,6.446,0.442,234.750,27.400,38.000,36.000,17.0
278160,27/6/2007,21:24:00,5.628,0.392,235.330,24.200,35.000,28.000,17.0
278161,27/6/2007,21:25:00,5.670,0.322,235.160,24.400,24.000,35.000,17.0
278162,27/6/2007,21:26:00,5.924,0.318,234.980,25.400,38.000,28.000,17.0
278163,27/6/2007,21:27:00,5.654,0.236,235.510,24.400,38.000,28.000,16.0
278168,27/6/2007,21:32:00,5.468,0.214,234.650,23.400,38.000,22.000,17.0
278169,27/6/2007,21:33:00,5.924,0.208,234.600,25.200,39.000,26.000,17.0
278174,27/6/2007,21:38:00,5.282,0.220,235.950,22.600,26.000,27.000,17.0
278175,27/6/2007,21:39:00,5.724,0.210,235.030,24.400,39.000,21.000,17.0
278176,27/6/2007,21:40:00,6.092,0.202,233.820,26.000,38.000,27.000,17.0
278177,27/6/2007,21:41:00,5.912,0.208,234.870,25.200,39.000,21.000,17.0
278178,27/6/2007,21:42:00,6.138,0.204,234.550,26.200,38.000,27.000,17.0
278179,27/6/2007,21:43:00,5.908,0.208,234.790,25.200,39.000,20.000,17.0
278180,27/6/2007,21:44:00,5.922,0.208,235.000,25.400,39.000,24.000,16.0
278182,27/6/2007,21:46:00,5.586,0.250,236.100,23.600,39.000,16.000,17.0
278183,27/6/2007,21:47:00,6.502,0.142,235.040,27.600,38.000,31.000,17.0
278184,27/6/2007,21:48:00,6.008,0.122,235.910,25.600,39.000,26.000,17.0
278188,27/6/2007,21:52:00,6.040,0.112,235.960,25.600,39.000,27.000,17.0
278194,27/6/2007,21:58:00,5.534,0.246,236.250,23.400,38.000,14.000,18.0
278195,27/6/2007,21:59:00,5.960,0.238,235.400,25.600,38.000,21.000,17.0
278196,27/6/2007,22:00:00,6.562,0.226,234.180,28.000,38.000,29.000,16.0
278197,27/6/2007,22:01:00,5.642,0.240,235.390,24.200,45.000,3.000,17.0
278198,27/6/2007,22:02:00,7.044,0.218,233.310,30.200,73.000,4.000,17.0
278199,27/6/2007,22:03:00,7.022,0.222,233.660,30.000,73.000,3.000,17.0
278200,27/6/2007,22:04:00,5.876,0.232,233.660,25.400,56.000,3.000,16.0
278202,27/6/2007,22:06:00,5.064,0.230,234.610,21.600,37.000,4.000,17.0
278203,27/6/2007,22:07:00,5.062,0.190,235.010,21.600,36.000,3.000,17.0
279480,28/6/2007,19:24:00,5.968,0.484,232.950,26.400,0.000,60.000,17.0
279481,28/6/2007,19:25:00,6.200,0.498,232.010,27.000,0.000,59.000,17.0
279482,28/6/2007,19:26:00,5.322,0.498,233.050,22.800,0.000,41.000,17.0
279483,28/6/2007,19:27:00,5.976,0.504,232.770,25.600,0.000,53.000,16.0
280447,29/6/2007,11:31:00,5.066,0.386,234.120,21.800,36.000,1.000,16.0
280448,29/6/2007,11:32:00,5.034,0.360,234.150,21.600,37.000,1.000,17.0
281039,29/6/2007,21:23:00,5.054,0.074,235.250,21.400,38.000,1.000,17.0
281044,29/6/2007,21:28:00,5.188,0.074,235.780,22.000,37.000,1.000,17.0
281576,30/6/2007,06:20:00,5.690,0.154,236.180,24.000,0.000,0.000,17.0
282353,30/6/2007,19:17:00,6.376,0.000,235.480,27.000,39.000,0.000,17.0
282354,30/6/2007,19:18:00,6.152,0.000,236.160,26.200,38.000,0.000,17.0
285304,2/7/2007,20:28:00,5.198,0.348,236.780,22.000,0.000,73.000,0.0
285305,2/7/2007,20:29:00,5.224,0.374,236.380,22.000,0.000,74.000,0.0
285306,2/7/2007,20:30:00,5.234,0.372,236.680,22.000,0.000,73.000,0.0
285307,2/7/2007,20:31:00,6.550,0.614,235.250,28.000,0.000,73.000,0.0
285308,2/7/2007,20:32:00,5.898,0.498,236.000,25.200,0.000,73.000,0.0
285309,2/7/2007,20:33:00,5.630,0.590,236.370,24.000,0.000,55.000,0.0
285310,2/7/2007,20:34:00,6.536,0.518,234.820,28.000,0.000,69.000,0.0
285311,2/7/2007,20:35:00,6.390,0.436,235.110,27.200,0.000,70.000,0.0
285392,2/7/2007,21:56:00,5.072,0.192,238.380,21.200,37.000,2.000,17.0
285393,2/7/2007,21:57:00,5.532,0.124,237.850,23.400,38.000,12.000,18.0
285394,2/7/2007,21:58:00,6.694,0.090,235.780,28.400,37.000,36.000,17.0
285395,2/7/2007,21:59:00,5.934,0.216,236.550,25.400,35.000,28.000,17.0
285459,2/7/2007,23:03:00,5.202,0.276,238.920,21.800,38.000,27.000,18.0
285460,2/7/2007,23:04:00,5.016,0.278,239.140,21.200,38.000,21.000,17.0
285461,2/7/2007,23:05:00,5.032,0.274,238.560,21.200,38.000,24.000,18.0
285940,3/7/2007,07:04:00,5.462,0.070,237.470,23.200,0.000,1.000,17.0
286844,3/7/2007,22:08:00,5.776,0.300,232.990,24.800,0.000,69.000,0.0
286845,3/7/2007,22:09:00,5.734,0.298,232.910,24.600,0.000,71.000,0.0
286846,3/7/2007,22:10:00,5.722,0.296,233.110,24.600,0.000,72.000,0.0
286847,3/7/2007,22:11:00,5.838,0.298,233.050,25.000,0.000,71.000,0.0
286848,3/7/2007,22:12:00,6.576,0.286,232.440,28.400,0.000,70.000,17.0
286849,3/7/2007,22:13:00,5.670,0.300,233.350,24.200,0.000,53.000,17.0
286850,3/7/2007,22:14:00,6.702,0.282,231.990,28.800,0.000,69.000,17.0
286851,3/7/2007,22:15:00,5.020,0.300,233.630,22.200,0.000,47.000,17.0
286853,3/7/2007,22:17:00,6.182,0.198,232.500,27.000,0.000,62.000,17.0
286855,3/7/2007,22:19:00,5.038,0.188,233.740,21.600,0.000,30.000,17.0
287371,4/7/2007,06:55:00,5.240,0.244,235.780,22.200,0.000,2.000,6.0
287372,4/7/2007,06:56:00,5.346,0.252,236.290,22.600,0.000,1.000,18.0
287373,4/7/2007,06:57:00,5.118,0.264,236.050,22.200,0.000,1.000,18.0
287378,4/7/2007,07:02:00,5.216,0.222,235.490,22.200,0.000,36.000,17.0
289573,5/7/2007,19:37:00,5.102,0.320,236.640,21.600,75.000,0.000,0.0
289574,5/7/2007,19:38:00,5.088,0.362,235.700,21.600,75.000,0.000,0.0
289575,5/7/2007,19:39:00,5.114,0.362,235.770,21.600,75.000,0.000,0.0
289576,5/7/2007,19:40:00,5.220,0.454,237.400,22.000,76.000,0.000,0.0
289577,5/7/2007,19:41:00,5.190,0.444,236.690,22.000,75.000,0.000,0.0
289578,5/7/2007,19:42:00,5.160,0.434,236.090,21.800,75.000,0.000,0.0
289579,5/7/2007,19:43:00,5.118,0.428,235.120,21.800,74.000,0.000,0.0
289603,5/7/2007,20:07:00,5.260,0.280,234.190,22.400,73.000,0.000,0.0
289734,5/7/2007,22:18:00,5.498,0.128,236.070,23.200,0.000,0.000,17.0
289735,5/7/2007,22:19:00,5.564,0.182,236.180,23.400,1.000,0.000,17.0
291106,6/7/2007,21:10:00,5.402,0.480,238.200,23.600,1.000,54.000,18.0
291107,6/7/2007,21:11:00,6.372,0.464,235.820,27.000,2.000,73.000,17.0
291108,6/7/2007,21:12:00,5.912,0.466,236.920,25.200,1.000,66.000,17.0
291109,6/7/2007,21:13:00,6.422,0.476,237.030,27.000,1.000,73.000,17.0
291110,6/7/2007,21:14:00,6.422,0.472,236.960,27.000,1.000,74.000,17.0
291111,6/7/2007,21:15:00,6.410,0.478,236.730,27.000,2.000,74.000,18.0
291112,6/7/2007,21:16:00,6.392,0.468,236.540,27.000,1.000,74.000,17.0
291113,6/7/2007,21:17:00,5.344,0.482,237.060,22.600,1.000,57.000,17.0
291114,6/7/2007,21:18:00,7.240,0.448,235.040,31.000,1.000,68.000,17.0
291115,6/7/2007,21:19:00,6.750,0.350,235.360,28.800,2.000,72.000,17.0
291116,6/7/2007,21:20:00,5.906,0.244,237.030,25.000,1.000,56.000,17.0
291117,6/7/2007,21:21:00,6.364,0.220,236.490,27.000,1.000,70.000,17.0
291118,6/7/2007,21:22:00,5.302,0.224,237.820,22.400,1.000,62.000,17.0
291119,6/7/2007,21:23:00,5.252,0.218,238.010,22.200,1.000,61.000,18.0
291121,6/7/2007,21:25:00,5.448,0.210,237.970,23.000,38.000,25.000,17.0
291122,6/7/2007,21:26:00,5.560,0.196,237.150,23.400,38.000,30.000,18.0
291123,6/7/2007,21:27:00,5.334,0.206,237.440,22.600,38.000,24.000,17.0
291124,6/7/2007,21:28:00,5.548,0.194,237.210,23.400,37.000,30.000,17.0
291125,6/7/2007,21:29:00,5.350,0.208,237.980,22.600,38.000,23.000,18.0
291126,6/7/2007,21:30:00,5.554,0.196,238.000,23.400,38.000,30.000,17.0
291127,6/7/2007,21:31:00,5.394,0.210,238.300,22.600,38.000,24.000,17.0
291128,6/7/2007,21:32:00,6.956,0.182,236.820,29.400,37.000,51.000,18.0
291129,6/7/2007,21:33:00,5.998,0.218,238.010,25.400,38.000,35.000,17.0
291130,6/7/2007,21:34:00,5.102,0.204,238.580,21.600,37.000,25.000,17.0
291316,7/7/2007,00:40:00,5.554,0.214,237.390,24.000,0.000,44.000,18.0
291317,7/7/2007,00:41:00,6.962,0.220,235.790,29.400,0.000,73.000,18.0
291318,7/7/2007,00:42:00,6.132,0.216,236.830,25.800,0.000,59.000,17.0
291319,7/7/2007,00:43:00,6.630,0.228,236.310,28.000,0.000,65.000,18.0
291320,7/7/2007,00:44:00,6.724,0.208,236.040,28.400,0.000,72.000,17.0
291321,7/7/2007,00:45:00,5.760,0.228,236.730,24.200,0.000,54.000,17.0
291322,7/7/2007,00:46:00,6.470,0.126,235.870,27.400,0.000,72.000,17.0
291714,7/7/2007,07:18:00,5.320,0.070,235.220,22.600,0.000,0.000,17.0
293375,8/7/2007,10:59:00,5.444,0.000,231.440,23.600,0.000,1.000,17.0
293376,8/7/2007,11:00:00,6.170,0.000,230.580,26.800,0.000,36.000,16.0
293377,8/7/2007,11:01:00,6.100,0.000,230.670,26.400,0.000,36.000,16.0
293378,8/7/2007,11:02:00,5.506,0.000,232.140,24.200,0.000,36.000,17.0
295509,9/7/2007,22:33:00,5.158,0.086,235.630,21.800,38.000,0.000,17.0
295510,9/7/2007,22:34:00,5.716,0.098,235.520,24.200,37.000,0.000,17.0
295511,9/7/2007,22:35:00,5.884,0.096,235.340,25.000,37.000,0.000,17.0
295512,9/7/2007,22:36:00,5.914,0.104,235.280,25.000,37.000,0.000,17.0
295515,9/7/2007,22:39:00,5.030,0.108,236.480,21.200,37.000,0.000,17.0
296038,10/7/2007,07:22:00,6.284,0.048,234.910,26.800,0.000,2.000,17.0
296913,10/7/2007,21:57:00,5.034,0.000,237.430,21.200,0.000,35.000,17.0
296915,10/7/2007,21:59:00,6.050,0.000,235.330,25.800,0.000,31.000,17.0
296916,10/7/2007,22:00:00,5.348,0.000,235.390,23.200,0.000,32.000,17.0
296918,10/7/2007,22:02:00,5.230,0.268,236.060,22.200,0.000,35.000,18.0
296919,10/7/2007,22:03:00,5.460,0.264,234.990,23.400,0.000,34.000,17.0
296920,10/7/2007,22:04:00,5.400,0.252,235.300,23.400,0.000,31.000,16.0
296922,10/7/2007,22:06:00,5.122,0.228,235.330,21.800,0.000,35.000,17.0
299641,12/7/2007,19:25:00,5.644,0.668,236.280,24.000,0.000,37.000,17.0
299725,12/7/2007,20:49:00,5.822,0.108,235.860,24.600,37.000,37.000,18.0
299726,12/7/2007,20:50:00,5.318,0.112,236.270,22.800,38.000,28.000,17.0
299727,12/7/2007,20:51:00,5.778,0.094,235.240,24.400,37.000,36.000,17.0
299728,12/7/2007,20:52:00,5.284,0.110,235.670,22.600,37.000,30.000,17.0
299729,12/7/2007,20:53:00,5.780,0.096,235.590,24.400,37.000,34.000,17.0
299730,12/7/2007,20:54:00,5.782,0.112,235.530,24.400,37.000,37.000,17.0
299731,12/7/2007,20:55:00,5.752,0.092,235.560,24.400,37.000,36.000,17.0
299808,12/7/2007,22:12:00,5.128,0.060,236.830,21.600,38.000,0.000,17.0
300357,13/7/2007,07:21:00,5.456,0.064,234.920,23.200,0.000,0.000,17.0
307532,18/7/2007,06:56:00,5.104,0.056,231.190,22.000,0.000,1.000,16.0
311107,20/7/2007,18:31:00,5.312,0.398,227.560,23.800,35.000,29.000,0.0
311108,20/7/2007,18:32:00,5.686,0.678,230.450,25.200,36.000,15.000,0.0
313515,22/7/2007,10:39:00,5.608,0.254,226.110,24.800,35.000,34.000,16.0
313516,22/7/2007,10:40:00,5.572,0.252,225.250,24.600,34.000,35.000,15.0
313559,22/7/2007,11:23:00,5.870,0.402,230.130,25.400,71.000,0.000,16.0
313560,22/7/2007,11:24:00,5.566,0.404,230.400,24.400,69.000,0.000,17.0
313569,22/7/2007,11:33:00,5.114,0.282,231.750,22.400,62.000,0.000,16.0
313577,22/7/2007,11:41:00,5.722,0.268,230.370,24.800,72.000,0.000,17.0
313578,22/7/2007,11:42:00,5.398,0.270,230.580,23.600,69.000,0.000,16.0
313709,22/7/2007,13:53:00,6.596,0.336,230.200,29.000,65.000,0.000,17.0
313710,22/7/2007,13:54:00,5.680,0.146,231.840,24.400,72.000,0.000,16.0
313711,22/7/2007,13:55:00,5.256,0.134,232.870,22.800,70.000,0.000,17.0
314022,22/7/2007,19:06:00,5.742,0.394,229.400,25.000,71.000,0.000,16.0
314023,22/7/2007,19:07:00,5.736,0.398,229.770,25.000,71.000,0.000,16.0
314024,22/7/2007,19:08:00,5.740,0.400,229.750,25.000,71.000,0.000,16.0
314025,22/7/2007,19:09:00,5.728,0.394,229.710,25.000,71.000,0.000,17.0
314026,22/7/2007,19:10:00,5.732,0.394,229.710,25.000,71.000,0.000,16.0
314027,22/7/2007,19:11:00,5.732,0.392,229.840,25.000,71.000,0.000,16.0
314028,22/7/2007,19:12:00,5.758,0.396,230.310,25.000,71.000,0.000,16.0
