,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1310773,13/6/2009,23:37:00,?,?,?,?,?,?,
1310774,13/6/2009,23:38:00,?,?,?,?,?,?,
1310775,13/6/2009,23:39:00,?,?,?,?,?,?,
1310776,13/6/2009,23:40:00,?,?,?,?,?,?,
1310777,13/6/2009,23:41:00,?,?,?,?,?,?,
1310778,13/6/2009,23:42:00,?,?,?,?,?,?,
1310779,13/6/2009,23:43:00,?,?,?,?,?,?,
1310780,13/6/2009,23:44:00,?,?,?,?,?,?,
1310781,13/6/2009,23:45:00,?,?,?,?,?,?,
1310782,13/6/2009,23:46:00,?,?,?,?,?,?,
1310783,13/6/2009,23:47:00,?,?,?,?,?,?,
1310784,13/6/2009,23:48:00,?,?,?,?,?,?,
1310785,13/6/2009,23:49:00,?,?,?,?,?,?,
1310786,13/6/2009,23:50:00,?,?,?,?,?,?,
1310787,13/6/2009,23:51:00,?,?,?,?,?,?,
1310788,13/6/2009,23:52:00,?,?,?,?,?,?,
1310789,13/6/2009,23:53:00,?,?,?,?,?,?,
1310790,13/6/2009,23:54:00,?,?,?,?,?,?,
1310791,13/6/2009,23:55:00,?,?,?,?,?,?,
1310792,13/6/2009,23:56:00,?,?,?,?,?,?,
1310793,13/6/2009,23:57:00,?,?,?,?,?,?,
1310794,13/6/2009,23:58:00,?,?,?,?,?,?,
1310795,13/6/2009,23:59:00,?,?,?,?,?,?,
1310796,14/6/2009,00:00:00,?,?,?,?,?,?,
1310797,14/6/2009,00:01:00,?,?,?,?,?,?,
1310798,14/6/2009,00:02:00,?,?,?,?,?,?,
1310799,14/6/2009,00:03:00,?,?,?,?,?,?,
1310800,14/6/2009,00:04:00,?,?,?,?,?,?,
1310801,14/6/2009,00:05:00,?,?,?,?,?,?,
1310802,14/6/2009,00:06:00,?,?,?,?,?,?,
1310803,14/6/2009,00:07:00,?,?,?,?,?,?,
1310804,14/6/2009,00:08:00,?,?,?,?,?,?,
1310805,14/6/2009,00:09:00,?,?,?,?,?,?,
1310806,14/6/2009,00:10:00,?,?,?,?,?,?,
1310807,14/6/2009,00:11:00,?,?,?,?,?,?,
1310808,14/6/2009,00:12:00,?,?,?,?,?,?,
1310809,14/6/2009,00:13:00,?,?,?,?,?,?,
1310810,14/6/2009,00:14:00,?,?,?,?,?,?,
1310811,14/6/2009,00:15:00,?,?,?,?,?,?,
1310812,14/6/2009,00:16:00,?,?,?,?,?,?,
1310813,14/6/2009,00:17:00,?,?,?,?,?,?,
1310814,14/6/2009,00:18:00,?,?,?,?,?,?,
1310815,14/6/2009,00:19:00,?,?,?,?,?,?,
1310816,14/6/2009,00:20:00,?,?,?,?,?,?,
1310817,14/6/2009,00:21:00,?,?,?,?,?,?,
1310818,14/6/2009,00:22:00,?,?,?,?,?,?,
1310819,14/6/2009,00:23:00,?,?,?,?,?,?,
1310820,14/6/2009,00:24:00,?,?,?,?,?,?,
1310821,14/6/2009,00:25:00,?,?,?,?,?,?,
1310822,14/6/2009,00:26:00,?,?,?,?,?,?,
1310823,14/6/2009,00:27:00,?,?,?,?,?,?,
1310824,14/6/2009,00:28:00,?,?,?,?,?,?,
1310825,14/6/2009,00:29:00,?,?,?,?,?,?,
1310826,14/6/2009,00:30:00,?,?,?,?,?,?,
1310827,14/6/2009,00:31:00,?,?,?,?,?,?,
1310828,14/6/2009,00:32:00,?,?,?,?,?,?,
1310829,14/6/2009,00:33:00,?,?,?,?,?,?,
1310830,14/6/2009,00:34:00,?,?,?,?,?,?,
1310831,14/6/2009,00:35:00,?,?,?,?,?,?,
1310832,14/6/2009,00:36:00,?,?,?,?,?,?,
1310833,14/6/2009,00:37:00,?,?,?,?,?,?,
1310834,14/6/2009,00:38:00,?,?,?,?,?,?,
1310835,14/6/2009,00:39:00,?,?,?,?,?,?,
1310836,14/6/2009,00:40:00,?,?,?,?,?,?,
1310837,14/6/2009,00:41:00,?,?,?,?,?,?,
1310838,14/6/2009,00:42:00,?,?,?,?,?,?,
1310839,14/6/2009,00:43:00,?,?,?,?,?,?,
1310840,14/6/2009,00:44:00,?,?,?,?,?,?,
1310841,14/6/2009,00:45:00,?,?,?,?,?,?,
1310842,14/6/2009,00:46:00,?,?,?,?,?,?,
1310843,14/6/2009,00:47:00,?,?,?,?,?,?,
1310844,14/6/2009,00:48:00,?,?,?,?,?,?,
1310845,14/6/2009,00:49:00,?,?,?,?,?,?,
1310846,14/6/2009,00:50:00,?,?,?,?,?,?,
1310847,14/6/2009,00:51:00,?,?,?,?,?,?,
1310848,14/6/2009,00:52:00,?,?,?,?,?,?,
1310849,14/6/2009,00:53:00,?,?,?,?,?,?,
1310850,14/6/2009,00:54:00,?,?,?,?,?,?,
1310851,14/6/2009,00:55:00,?,?,?,?,?,?,
1310852,14/6/2009,00:56:00,?,?,?,?,?,?,
1310853,14/6/2009,00:57:00,?,?,?,?,?,?,
1310854,14/6/2009,00:58:00,?,?,?,?,?,?,
1310855,14/6/2009,00:59:00,?,?,?,?,?,?,
1310856,14/6/2009,01:00:00,?,?,?,?,?,?,
1310857,14/6/2009,01:01:00,?,?,?,?,?,?,
1310858,14/6/2009,01:02:00,?,?,?,?,?,?,
1310859,14/6/2009,01:03:00,?,?,?,?,?,?,
1310860,14/6/2009,01:04:00,?,?,?,?,?,?,
1310861,14/6/2009,01:05:00,?,?,?,?,?,?,
1310862,14/6/2009,01:06:00,?,?,?,?,?,?,
1310863,14/6/2009,01:07:00,?,?,?,?,?,?,
1310864,14/6/2009,01:08:00,?,?,?,?,?,?,
1310865,14/6/2009,01:09:00,?,?,?,?,?,?,
1310866,14/6/2009,01:10:00,?,?,?,?,?,?,
1310867,14/6/2009,01:11:00,?,?,?,?,?,?,
1310868,14/6/2009,01:12:00,?,?,?,?,?,?,
1310869,14/6/2009,01:13:00,?,?,?,?,?,?,
1310870,14/6/2009,01:14:00,?,?,?,?,?,?,
1310871,14/6/2009,01:15:00,?,?,?,?,?,?,
1310872,14/6/2009,01:16:00,?,?,?,?,?,?,
1310873,14/6/2009,01:17:00,?,?,?,?,?,?,
1310874,14/6/2009,01:18:00,?,?,?,?,?,?,
1310875,14/6/2009,01:19:00,?,?,?,?,?,?,
1310876,14/6/2009,01:20:00,?,?,?,?,?,?,
1310877,14/6/2009,01:21:00,?,?,?,?,?,?,
1310878,14/6/2009,01:22:00,?,?,?,?,?,?,
1310879,14/6/2009,01:23:00,?,?,?,?,?,?,
1310880,14/6/2009,01:24:00,?,?,?,?,?,?,
1310881,14/6/2009,01:25:00,?,?,?,?,?,?,
1310882,14/6/2009,01:26:00,?,?,?,?,?,?,
1310883,14/6/2009,01:27:00,?,?,?,?,?,?,
1310884,14/6/2009,01:28:00,?,?,?,?,?,?,
1310885,14/6/2009,01:29:00,?,?,?,?,?,?,
1310886,14/6/2009,01:30:00,?,?,?,?,?,?,
1310887,14/6/2009,01:31:00,?,?,?,?,?,?,
1310888,14/6/2009,01:32:00,?,?,?,?,?,?,
1310889,14/6/2009,01:33:00,?,?,?,?,?,?,
1310890,14/6/2009,01:34:00,?,?,?,?,?,?,
1310891,14/6/2009,01:35:00,?,?,?,?,?,?,
1310892,14/6/2009,01:36:00,?,?,?,?,?,?,
1310893,14/6/2009,01:37:00,?,?,?,?,?,?,
1310894,14/6/2009,01:38:00,?,?,?,?,?,?,
1310895,14/6/2009,01:39:00,?,?,?,?,?,?,
1310896,14/6/2009,01:40:00,?,?,?,?,?,?,
1310897,14/6/2009,01:41:00,?,?,?,?,?,?,
1310898,14/6/2009,01:42:00,?,?,?,?,?,?,
1310899,14/6/2009,01:43:00,?,?,?,?,?,?,
1310900,14/6/2009,01:44:00,?,?,?,?,?,?,
1310901,14/6/2009,01:45:00,?,?,?,?,?,?,
1310902,14/6/2009,01:46:00,?,?,?,?,?,?,
1310903,14/6/2009,01:47:00,?,?,?,?,?,?,
1310904,14/6/2009,01:48:00,?,?,?,?,?,?,
1310905,14/6/2009,01:49:00,?,?,?,?,?,?,
1310906,14/6/2009,01:50:00,?,?,?,?,?,?,
1310907,14/6/2009,01:51:00,?,?,?,?,?,?,
1310908,14/6/2009,01:52:00,?,?,?,?,?,?,
1310909,14/6/2009,01:53:00,?,?,?,?,?,?,
1310910,14/6/2009,01:54:00,?,?,?,?,?,?,
1310911,14/6/2009,01:55:00,?,?,?,?,?,?,
1310912,14/6/2009,01:56:00,?,?,?,?,?,?,
1310913,14/6/2009,01:57:00,?,?,?,?,?,?,
1310914,14/6/2009,01:58:00,?,?,?,?,?,?,
1310915,14/6/2009,01:59:00,?,?,?,?,?,?,
1310916,14/6/2009,02:00:00,?,?,?,?,?,?,
1310917,14/6/2009,02:01:00,?,?,?,?,?,?,
1310918,14/6/2009,02:02:00,?,?,?,?,?,?,
1310919,14/6/2009,02:03:00,?,?,?,?,?,?,
1310920,14/6/2009,02:04:00,?,?,?,?,?,?,
1310921,14/6/2009,02:05:00,?,?,?,?,?,?,
1310922,14/6/2009,02:06:00,?,?,?,?,?,?,
1310923,14/6/2009,02:07:00,?,?,?,?,?,?,
1310924,14/6/2009,02:08:00,?,?,?,?,?,?,
1310925,14/6/2009,02:09:00,?,?,?,?,?,?,
1310926,14/6/2009,02:10:00,?,?,?,?,?,?,
1310927,14/6/2009,02:11:00,?,?,?,?,?,?,
1310928,14/6/2009,02:12:00,?,?,?,?,?,?,
1310929,14/6/2009,02:13:00,?,?,?,?,?,?,
1310930,14/6/2009,02:14:00,?,?,?,?,?,?,
1310931,14/6/2009,02:15:00,?,?,?,?,?,?,
1310932,14/6/2009,02:16:00,?,?,?,?,?,?,
1310933,14/6/2009,02:17:00,?,?,?,?,?,?,
1310934,14/6/2009,02:18:00,?,?,?,?,?,?,
1310935,14/6/2009,02:19:00,?,?,?,?,?,?,
1310936,14/6/2009,02:20:00,?,?,?,?,?,?,
1310937,14/6/2009,02:21:00,?,?,?,?,?,?,
1310938,14/6/2009,02:22:00,?,?,?,?,?,?,
1310939,14/6/2009,02:23:00,?,?,?,?,?,?,
1310940,14/6/2009,02:24:00,?,?,?,?,?,?,
1310941,14/6/2009,02:25:00,?,?,?,?,?,?,
1310942,14/6/2009,02:26:00,?,?,?,?,?,?,
1310943,14/6/2009,02:27:00,?,?,?,?,?,?,
1310944,14/6/2009,02:28:00,?,?,?,?,?,?,
1310945,14/6/2009,02:29:00,?,?,?,?,?,?,
1310946,14/6/2009,02:30:00,?,?,?,?,?,?,
1310947,14/6/2009,02:31:00,?,?,?,?,?,?,
1310948,14/6/2009,02:32:00,?,?,?,?,?,?,
1310949,14/6/2009,02:33:00,?,?,?,?,?,?,
1310950,14/6/2009,02:34:00,?,?,?,?,?,?,
1310951,14/6/2009,02:35:00,?,?,?,?,?,?,
1310952,14/6/2009,02:36:00,?,?,?,?,?,?,
1310953,14/6/2009,02:37:00,?,?,?,?,?,?,
1310954,14/6/2009,02:38:00,?,?,?,?,?,?,
1310955,14/6/2009,02:39:00,?,?,?,?,?,?,
1310956,14/6/2009,02:40:00,?,?,?,?,?,?,
1310957,14/6/2009,02:41:00,?,?,?,?,?,?,
1310958,14/6/2009,02:42:00,?,?,?,?,?,?,
1310959,14/6/2009,02:43:00,?,?,?,?,?,?,
1310960,14/6/2009,02:44:00,?,?,?,?,?,?,
1310961,14/6/2009,02:45:00,?,?,?,?,?,?,
1310962,14/6/2009,02:46:00,?,?,?,?,?,?,
1310963,14/6/2009,02:47:00,?,?,?,?,?,?,
1310964,14/6/2009,02:48:00,?,?,?,?,?,?,
1310965,14/6/2009,02:49:00,?,?,?,?,?,?,
1310966,14/6/2009,02:50:00,?,?,?,?,?,?,
1310967,14/6/2009,02:51:00,?,?,?,?,?,?,
1310968,14/6/2009,02:52:00,?,?,?,?,?,?,
1310969,14/6/2009,02:53:00,?,?,?,?,?,?,
1310970,14/6/2009,02:54:00,?,?,?,?,?,?,
1310971,14/6/2009,02:55:00,?,?,?,?,?,?,
1310972,14/6/2009,02:56:00,?,?,?,?,?,?,
1310973,14/6/2009,02:57:00,?,?,?,?,?,?,
1310974,14/6/2009,02:58:00,?,?,?,?,?,?,
1310975,14/6/2009,02:59:00,?,?,?,?,?,?,
1310976,14/6/2009,03:00:00,?,?,?,?,?,?,
1310977,14/6/2009,03:01:00,?,?,?,?,?,?,
1310978,14/6/2009,03:02:00,?,?,?,?,?,?,
1310979,14/6/2009,03:03:00,?,?,?,?,?,?,
1310980,14/6/2009,03:04:00,?,?,?,?,?,?,
1310981,14/6/2009,03:05:00,?,?,?,?,?,?,
1310982,14/6/2009,03:06:00,?,?,?,?,?,?,
1310983,14/6/2009,03:07:00,?,?,?,?,?,?,
1310984,14/6/2009,03:08:00,?,?,?,?,?,?,
1310985,14/6/2009,03:09:00,?,?,?,?,?,?,
1310986,14/6/2009,03:10:00,?,?,?,?,?,?,
1310987,14/6/2009,03:11:00,?,?,?,?,?,?,
1310988,14/6/2009,03:12:00,?,?,?,?,?,?,
1310989,14/6/2009,03:13:00,?,?,?,?,?,?,
1310990,14/6/2009,03:14:00,?,?,?,?,?,?,
1310991,14/6/2009,03:15:00,?,?,?,?,?,?,
1310992,14/6/2009,03:16:00,?,?,?,?,?,?,
1310993,14/6/2009,03:17:00,?,?,?,?,?,?,
1310994,14/6/2009,03:18:00,?,?,?,?,?,?,
1310995,14/6/2009,03:19:00,?,?,?,?,?,?,
1310996,14/6/2009,03:20:00,?,?,?,?,?,?,
1310997,14/6/2009,03:21:00,?,?,?,?,?,?,
1310998,14/6/2009,03:22:00,?,?,?,?,?,?,
1310999,14/6/2009,03:23:00,?,?,?,?,?,?,
1311000,14/6/2009,03:24:00,?,?,?,?,?,?,
1311001,14/6/2009,03:25:00,?,?,?,?,?,?,
1311002,14/6/2009,03:26:00,?,?,?,?,?,?,
1311003,14/6/2009,03:27:00,?,?,?,?,?,?,
1311004,14/6/2009,03:28:00,?,?,?,?,?,?,
1311005,14/6/2009,03:29:00,?,?,?,?,?,?,
1311006,14/6/2009,03:30:00,?,?,?,?,?,?,
1311007,14/6/2009,03:31:00,?,?,?,?,?,?,
1311008,14/6/2009,03:32:00,?,?,?,?,?,?,
1311009,14/6/2009,03:33:00,?,?,?,?,?,?,
1311010,14/6/2009,03:34:00,?,?,?,?,?,?,
1311011,14/6/2009,03:35:00,?,?,?,?,?,?,
1311012,14/6/2009,03:36:00,?,?,?,?,?,?,
1311013,14/6/2009,03:37:00,?,?,?,?,?,?,
1311014,14/6/2009,03:38:00,?,?,?,?,?,?,
1311015,14/6/2009,03:39:00,?,?,?,?,?,?,
1311016,14/6/2009,03:40:00,?,?,?,?,?,?,
1311017,14/6/2009,03:41:00,?,?,?,?,?,?,
1311018,14/6/2009,03:42:00,?,?,?,?,?,?,
1311019,14/6/2009,03:43:00,?,?,?,?,?,?,
1311020,14/6/2009,03:44:00,?,?,?,?,?,?,
1311021,14/6/2009,03:45:00,?,?,?,?,?,?,
1311022,14/6/2009,03:46:00,?,?,?,?,?,?,
1311023,14/6/2009,03:47:00,?,?,?,?,?,?,
1311024,14/6/2009,03:48:00,?,?,?,?,?,?,
1311025,14/6/2009,03:49:00,?,?,?,?,?,?,
1311026,14/6/2009,03:50:00,?,?,?,?,?,?,
1311027,14/6/2009,03:51:00,?,?,?,?,?,?,
1311028,14/6/2009,03:52:00,?,?,?,?,?,?,
1311029,14/6/2009,03:53:00,?,?,?,?,?,?,
1311030,14/6/2009,03:54:00,?,?,?,?,?,?,
1311031,14/6/2009,03:55:00,?,?,?,?,?,?,
1311032,14/6/2009,03:56:00,?,?,?,?,?,?,
1311033,14/6/2009,03:57:00,?,?,?,?,?,?,
1311034,14/6/2009,03:58:00,?,?,?,?,?,?,
1311035,14/6/2009,03:59:00,?,?,?,?,?,?,
1311036,14/6/2009,04:00:00,?,?,?,?,?,?,
1311037,14/6/2009,04:01:00,?,?,?,?,?,?,
1311038,14/6/2009,04:02:00,?,?,?,?,?,?,
1311039,14/6/2009,04:03:00,?,?,?,?,?,?,
1311040,14/6/2009,04:04:00,?,?,?,?,?,?,
1311041,14/6/2009,04:05:00,?,?,?,?,?,?,
1311042,14/6/2009,04:06:00,?,?,?,?,?,?,
1311043,14/6/2009,04:07:00,?,?,?,?,?,?,
1311044,14/6/2009,04:08:00,?,?,?,?,?,?,
1311045,14/6/2009,04:09:00,?,?,?,?,?,?,
1311046,14/6/2009,04:10:00,?,?,?,?,?,?,
1311047,14/6/2009,04:11:00,?,?,?,?,?,?,
1311048,14/6/2009,04:12:00,?,?,?,?,?,?,
1311049,14/6/2009,04:13:00,?,?,?,?,?,?,
1311050,14/6/2009,04:14:00,?,?,?,?,?,?,
1311051,14/6/2009,04:15:00,?,?,?,?,?,?,
1311052,14/6/2009,04:16:00,?,?,?,?,?,?,
1311053,14/6/2009,04:17:00,?,?,?,?,?,?,
1311054,14/6/2009,04:18:00,?,?,?,?,?,?,
1311055,14/6/2009,04:19:00,?,?,?,?,?,?,
1311056,14/6/2009,04:20:00,?,?,?,?,?,?,
1311057,14/6/2009,04:21:00,?,?,?,?,?,?,
1311058,14/6/2009,04:22:00,?,?,?,?,?,?,
1311059,14/6/2009,04:23:00,?,?,?,?,?,?,
1311060,14/6/2009,04:24:00,?,?,?,?,?,?,
1311061,14/6/2009,04:25:00,?,?,?,?,?,?,
1311062,14/6/2009,04:26:00,?,?,?,?,?,?,
1311063,14/6/2009,04:27:00,?,?,?,?,?,?,
1311064,14/6/2009,04:28:00,?,?,?,?,?,?,
1311065,14/6/2009,04:29:00,?,?,?,?,?,?,
1311066,14/6/2009,04:30:00,?,?,?,?,?,?,
1311067,14/6/2009,04:31:00,?,?,?,?,?,?,
1311068,14/6/2009,04:32:00,?,?,?,?,?,?,
1311069,14/6/2009,04:33:00,?,?,?,?,?,?,
1311070,14/6/2009,04:34:00,?,?,?,?,?,?,
1311071,14/6/2009,04:35:00,?,?,?,?,?,?,
1311072,14/6/2009,04:36:00,?,?,?,?,?,?,
1311073,14/6/2009,04:37:00,?,?,?,?,?,?,
1311074,14/6/2009,04:38:00,?,?,?,?,?,?,
1311075,14/6/2009,04:39:00,?,?,?,?,?,?,
1311076,14/6/2009,04:40:00,?,?,?,?,?,?,
1311077,14/6/2009,04:41:00,?,?,?,?,?,?,
1311078,14/6/2009,04:42:00,?,?,?,?,?,?,
1311079,14/6/2009,04:43:00,?,?,?,?,?,?,
1311080,14/6/2009,04:44:00,?,?,?,?,?,?,
1311081,14/6/2009,04:45:00,?,?,?,?,?,?,
1311082,14/6/2009,04:46:00,?,?,?,?,?,?,
1311083,14/6/2009,04:47:00,?,?,?,?,?,?,
1311084,14/6/2009,04:48:00,?,?,?,?,?,?,
1311085,14/6/2009,04:49:00,?,?,?,?,?,?,
1311086,14/6/2009,04:50:00,?,?,?,?,?,?,
1311087,14/6/2009,04:51:00,?,?,?,?,?,?,
1311088,14/6/2009,04:52:00,?,?,?,?,?,?,
1311089,14/6/2009,04:53:00,?,?,?,?,?,?,
1311090,14/6/2009,04:54:00,?,?,?,?,?,?,
1311091,14/6/2009,04:55:00,?,?,?,?,?,?,
1311092,14/6/2009,04:56:00,?,?,?,?,?,?,
1311093,14/6/2009,04:57:00,?,?,?,?,?,?,
1311094,14/6/2009,04:58:00,?,?,?,?,?,?,
1311095,14/6/2009,04:59:00,?,?,?,?,?,?,
1311096,14/6/2009,05:00:00,?,?,?,?,?,?,
1311097,14/6/2009,05:01:00,?,?,?,?,?,?,
1311098,14/6/2009,05:02:00,?,?,?,?,?,?,
1311099,14/6/2009,05:03:00,?,?,?,?,?,?,
1311100,14/6/2009,05:04:00,?,?,?,?,?,?,
1311101,14/6/2009,05:05:00,?,?,?,?,?,?,
1311102,14/6/2009,05:06:00,?,?,?,?,?,?,
1311103,14/6/2009,05:07:00,?,?,?,?,?,?,
1311104,14/6/2009,05:08:00,?,?,?,?,?,?,
1311105,14/6/2009,05:09:00,?,?,?,?,?,?,
1311106,14/6/2009,05:10:00,?,?,?,?,?,?,
1311107,14/6/2009,05:11:00,?,?,?,?,?,?,
1311108,14/6/2009,05:12:00,?,?,?,?,?,?,
1311109,14/6/2009,05:13:00,?,?,?,?,?,?,
1311110,14/6/2009,05:14:00,?,?,?,?,?,?,
1311111,14/6/2009,05:15:00,?,?,?,?,?,?,
1311112,14/6/2009,05:16:00,?,?,?,?,?,?,
1311113,14/6/2009,05:17:00,?,?,?,?,?,?,
1311114,14/6/2009,05:18:00,?,?,?,?,?,?,
1311115,14/6/2009,05:19:00,?,?,?,?,?,?,
1311116,14/6/2009,05:20:00,?,?,?,?,?,?,
1311117,14/6/2009,05:21:00,?,?,?,?,?,?,
1311118,14/6/2009,05:22:00,?,?,?,?,?,?,
1311119,14/6/2009,05:23:00,?,?,?,?,?,?,
1311120,14/6/2009,05:24:00,?,?,?,?,?,?,
1311121,14/6/2009,05:25:00,?,?,?,?,?,?,
1311122,14/6/2009,05:26:00,?,?,?,?,?,?,
1311123,14/6/2009,05:27:00,?,?,?,?,?,?,
1311124,14/6/2009,05:28:00,?,?,?,?,?,?,
1311125,14/6/2009,05:29:00,?,?,?,?,?,?,
1311126,14/6/2009,05:30:00,?,?,?,?,?,?,
1311127,14/6/2009,05:31:00,?,?,?,?,?,?,
1311128,14/6/2009,05:32:00,?,?,?,?,?,?,
1311129,14/6/2009,05:33:00,?,?,?,?,?,?,
1311130,14/6/2009,05:34:00,?,?,?,?,?,?,
1311131,14/6/2009,05:35:00,?,?,?,?,?,?,
1311132,14/6/2009,05:36:00,?,?,?,?,?,?,
1311133,14/6/2009,05:37:00,?,?,?,?,?,?,
1311134,14/6/2009,05:38:00,?,?,?,?,?,?,
1311135,14/6/2009,05:39:00,?,?,?,?,?,?,
1311136,14/6/2009,05:40:00,?,?,?,?,?,?,
1311137,14/6/2009,05:41:00,?,?,?,?,?,?,
1311138,14/6/2009,05:42:00,?,?,?,?,?,?,
1311139,14/6/2009,05:43:00,?,?,?,?,?,?,
1311140,14/6/2009,05:44:00,?,?,?,?,?,?,
1311141,14/6/2009,05:45:00,?,?,?,?,?,?,
1311142,14/6/2009,05:46:00,?,?,?,?,?,?,
1311143,14/6/2009,05:47:00,?,?,?,?,?,?,
1311144,14/6/2009,05:48:00,?,?,?,?,?,?,
1311145,14/6/2009,05:49:00,?,?,?,?,?,?,
1311146,14/6/2009,05:50:00,?,?,?,?,?,?,
1311147,14/6/2009,05:51:00,?,?,?,?,?,?,
1311148,14/6/2009,05:52:00,?,?,?,?,?,?,
1311149,14/6/2009,05:53:00,?,?,?,?,?,?,
1311150,14/6/2009,05:54:00,?,?,?,?,?,?,
1311151,14/6/2009,05:55:00,?,?,?,?,?,?,
1311152,14/6/2009,05:56:00,?,?,?,?,?,?,
1311153,14/6/2009,05:57:00,?,?,?,?,?,?,
1311154,14/6/2009,05:58:00,?,?,?,?,?,?,
1311155,14/6/2009,05:59:00,?,?,?,?,?,?,
1311156,14/6/2009,06:00:00,?,?,?,?,?,?,
1311157,14/6/2009,06:01:00,?,?,?,?,?,?,
1311158,14/6/2009,06:02:00,?,?,?,?,?,?,
1311159,14/6/2009,06:03:00,?,?,?,?,?,?,
1311160,14/6/2009,06:04:00,?,?,?,?,?,?,
1311161,14/6/2009,06:05:00,?,?,?,?,?,?,
1311162,14/6/2009,06:06:00,?,?,?,?,?,?,
1311163,14/6/2009,06:07:00,?,?,?,?,?,?,
1311164,14/6/2009,06:08:00,?,?,?,?,?,?,
1311165,14/6/2009,06:09:00,?,?,?,?,?,?,
1311166,14/6/2009,06:10:00,?,?,?,?,?,?,
1311167,14/6/2009,06:11:00,?,?,?,?,?,?,
1311168,14/6/2009,06:12:00,?,?,?,?,?,?,
1311169,14/6/2009,06:13:00,?,?,?,?,?,?,
1311170,14/6/2009,06:14:00,?,?,?,?,?,?,
1311171,14/6/2009,06:15:00,?,?,?,?,?,?,
1311172,14/6/2009,06:16:00,?,?,?,?,?,?,
1311173,14/6/2009,06:17:00,?,?,?,?,?,?,
1311174,14/6/2009,06:18:00,?,?,?,?,?,?,
1311175,14/6/2009,06:19:00,?,?,?,?,?,?,
1311176,14/6/2009,06:20:00,?,?,?,?,?,?,
1311177,14/6/2009,06:21:00,?,?,?,?,?,?,
1311178,14/6/2009,06:22:00,?,?,?,?,?,?,
1311179,14/6/2009,06:23:00,?,?,?,?,?,?,
1311180,14/6/2009,06:24:00,?,?,?,?,?,?,
1311181,14/6/2009,06:25:00,?,?,?,?,?,?,
1311182,14/6/2009,06:26:00,?,?,?,?,?,?,
1311183,14/6/2009,06:27:00,?,?,?,?,?,?,
1311184,14/6/2009,06:28:00,?,?,?,?,?,?,
1311185,14/6/2009,06:29:00,?,?,?,?,?,?,
1311186,14/6/2009,06:30:00,?,?,?,?,?,?,
1311187,14/6/2009,06:31:00,?,?,?,?,?,?,
1311188,14/6/2009,06:32:00,?,?,?,?,?,?,
1311189,14/6/2009,06:33:00,?,?,?,?,?,?,
1311190,14/6/2009,06:34:00,?,?,?,?,?,?,
1311191,14/6/2009,06:35:00,?,?,?,?,?,?,
1311192,14/6/2009,06:36:00,?,?,?,?,?,?,
1311193,14/6/2009,06:37:00,?,?,?,?,?,?,
1311194,14/6/2009,06:38:00,?,?,?,?,?,?,
1311195,14/6/2009,06:39:00,?,?,?,?,?,?,
1311196,14/6/2009,06:40:00,?,?,?,?,?,?,
1311197,14/6/2009,06:41:00,?,?,?,?,?,?,
1311198,14/6/2009,06:42:00,?,?,?,?,?,?,
1311199,14/6/2009,06:43:00,?,?,?,?,?,?,
1311200,14/6/2009,06:44:00,?,?,?,?,?,?,
1311201,14/6/2009,06:45:00,?,?,?,?,?,?,
1311202,14/6/2009,06:46:00,?,?,?,?,?,?,
1311203,14/6/2009,06:47:00,?,?,?,?,?,?,
1311204,14/6/2009,06:48:00,?,?,?,?,?,?,
1311205,14/6/2009,06:49:00,?,?,?,?,?,?,
1311206,14/6/2009,06:50:00,?,?,?,?,?,?,
1311207,14/6/2009,06:51:00,?,?,?,?,?,?,
1311208,14/6/2009,06:52:00,?,?,?,?,?,?,
1311209,14/6/2009,06:53:00,?,?,?,?,?,?,
1311210,14/6/2009,06:54:00,?,?,?,?,?,?,
1311211,14/6/2009,06:55:00,?,?,?,?,?,?,
1311212,14/6/2009,06:56:00,?,?,?,?,?,?,
1311213,14/6/2009,06:57:00,?,?,?,?,?,?,
1311214,14/6/2009,06:58:00,?,?,?,?,?,?,
1311215,14/6/2009,06:59:00,?,?,?,?,?,?,
1311216,14/6/2009,07:00:00,?,?,?,?,?,?,
1311217,14/6/2009,07:01:00,?,?,?,?,?,?,
1311218,14/6/2009,07:02:00,?,?,?,?,?,?,
1311219,14/6/2009,07:03:00,?,?,?,?,?,?,
1311220,14/6/2009,07:04:00,?,?,?,?,?,?,
1311221,14/6/2009,07:05:00,?,?,?,?,?,?,
1311222,14/6/2009,07:06:00,?,?,?,?,?,?,
1311223,14/6/2009,07:07:00,?,?,?,?,?,?,
1311224,14/6/2009,07:08:00,?,?,?,?,?,?,
1311225,14/6/2009,07:09:00,?,?,?,?,?,?,
1311226,14/6/2009,07:10:00,?,?,?,?,?,?,
1311227,14/6/2009,07:11:00,?,?,?,?,?,?,
1311228,14/6/2009,07:12:00,?,?,?,?,?,?,
1311229,14/6/2009,07:13:00,?,?,?,?,?,?,
1311230,14/6/2009,07:14:00,?,?,?,?,?,?,
1311231,14/6/2009,07:15:00,?,?,?,?,?,?,
1311232,14/6/2009,07:16:00,?,?,?,?,?,?,
1311233,14/6/2009,07:17:00,?,?,?,?,?,?,
1311234,14/6/2009,07:18:00,?,?,?,?,?,?,
1311235,14/6/2009,07:19:00,?,?,?,?,?,?,
1311236,14/6/2009,07:20:00,?,?,?,?,?,?,
